Timestamp,Longitude,Latitude,Operatorname,Node,CellID,LAC,NetworkTech,Level,Qual,SNR,CQI,LTERSSI,EventType,EventDetails,State,SourceFile
2025.07.18_22.38.35,-17.438995,14.661355,1171,5,4112,4G,-70,-8.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.36,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.36,-17.438995,14.661355,1171,5,4112,4G,-70,-8.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.37,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.37,-17.438995,14.661355,1171,5,4112,4G,-72,-6.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.38,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.38,-17.438995,14.661355,1171,5,4112,4G,-72,-6.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.39,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.39,-17.438995,14.661355,1171,5,4112,4G,-62,-10.0,8.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.40,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.40,-17.438995,14.661355,1171,5,4112,4G,-62,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.41,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.41,-17.438995,14.661355,1171,5,4112,4G,-73,-8.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.42,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.42,-17.438995,14.661355,1171,5,4112,4G,-73,-8.0,8.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.43,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.43,-17.438995,14.661355,1171,5,4112,4G,-72,-8.0,8.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.44,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.44,-17.438995,14.661355,1171,5,4112,4G,-72,-8.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.45,-17.439068,14.661412,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.45,-17.439068,14.661412,1171,5,4112,4G,-72,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.46,-17.439068,14.661412,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.46,-17.439068,14.661412,1171,5,4112,4G,-72,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.47,-17.439068,14.661412,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.47,-17.439068,14.661412,1171,5,4112,4G,-72,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.39.12,-17.439291,14.661597,expresso,1171,5,4112,4G,-72.0,-10.0,8.0,,-51.0,CALL_START,608-03-4112-1171-5 VOICE SEQUENCE:12,I,expresso_log_events.txt
2025.07.18_22.39.13,-17.439291,14.661597,expresso,2,11717,3000,3G,-59.0,-4.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-5-1673-329:608-03-3000-2-11717-10687-5,V,expresso_log_events.txt
2025.07.18_22.39.13,-17.439291,14.661597,expresso,2,11717,3000,3G,-59.0,-4.0,,,,CSFB_4G3G,1435,V,expresso_log_events.txt
2025.07.18_22.39.57,-17.439542,14.661889,expresso,2,11717,3000,3G,-57.0,-3.0,,,,CALL_END,608-03-3000-2-11717 VOICE SEQUENCE:12,V,expresso_log_events.txt
2025.07.18_22.40.00,-17.439542,14.661889,expresso,2,11718,3000,3G,-61.0,-2.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5,V,expresso_log_events.txt
2025.07.18_22.40.30,-17.439603,14.661958,expresso,2,11718,3000,3G,-63.0,-2.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.40.32,-17.439603,14.661958,expresso,2,11718,3000,3G,-61.0,-3.0,,,,CALL_END,608-03-3000-2-11718,D,expresso_log_events.txt
2025.07.18_22.40.33,-17.439603,14.661958,expresso,1171,3,4112,4G,-65.0,-12.0,7.0,,-51.0,IRAT_HANDOVER_DATA_3G4G,608-03-3000-2-11718-10687-5:608-03-4112-1171-3-6200-328,D,expresso_log_events.txt
2025.07.18_22.40.34,-17.439603,14.661958,expresso,1171,1,4112,4G,-63.0,-10.0,7.0,,-51.0,HANDOVER_DATA_4G4G,608-03-4112-1171-3-6200-328:608-03-4112-1171-1-6200-327,D,expresso_log_events.txt
2025.07.18_22.40.35,-17.439603,14.661958,expresso,1171,1,4112,4G,-63.0,-10.0,7.0,,-51.0,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.40.35,-17.439603,14.661958,expresso,1171,4,4112,4G,-75.0,-10.0,7.0,,-51.0,HANDOVER_DATA_4G4G,608-03-4112-1171-1-6200-327:608-03-4112-1171-4-1673-327,D,expresso_log_events.txt
2025.07.18_22.40.39,-17.439603,14.661958,expresso,1171,5,4112,4G,-70.0,-11.0,5.0,,-51.0,HANDOVER_DATA_4G4G,608-03-4112-1171-4-1673-327:608-03-4112-1171-5-1673-329,D,expresso_log_events.txt
2025.07.18_22.40.43,-17.439603,14.661958,expresso,1171,4,4112,4G,-74.0,-8.0,5.0,,-51.0,HANDOVER_DATA_4G4G,608-03-4112-1171-5-1673-329:608-03-4112-1171-4-1673-327,D,expresso_log_events.txt
2025.07.18_22.40.48,-17.439647,14.662041,expresso,1171,4,4112,4G,-74.0,-9.0,6.0,,-51.0,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.41.30,-17.439717,14.662319,expresso,1171,4,4112,4G,-73.0,-6.0,9.0,,-51.0,CALL_START,608-03-4112-1171-4 VOICE SEQUENCE:13,I,expresso_log_events.txt
2025.07.18_22.41.32,-17.43972,14.662412,expresso,2,11711,3000,3G,-57.0,-3.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-4-1673-327:608-03-3000-2-11711-10637-5,V,expresso_log_events.txt
2025.07.18_22.41.32,-17.43972,14.662412,expresso,2,11711,3000,3G,-57.0,-3.0,,,,CSFB_4G3G,2170,V,expresso_log_events.txt
2025.07.18_22.42.15,-17.439708,14.662794,expresso,2,11711,3000,3G,-59.0,,,,,CALL_END,608-03-3000-2-11711 VOICE SEQUENCE:13,V,expresso_log_events.txt
2025.07.18_22.42.48,-17.439658,14.663082,expresso,2,11711,3000,3G,-51.0,,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.42.50,-17.439658,14.663082,expresso,2,11711,3000,3G,-51.0,,,,,CALL_END,608-03-3000-2-11711,D,expresso_log_events.txt
2025.07.18_22.42.52,-17.439638,14.663181,expresso,1171,1,4112,4G,-51.0,-11.0,2.0,,-51.0,IRAT_HANDOVER_DATA_3G4G,608-03-3000-2-11711-10637-5:608-03-4112-1171-1-6200-327,D,expresso_log_events.txt
2025.07.18_22.42.53,-17.439638,14.663181,expresso,1171,4,4112,4G,-58.0,-7.0,2.0,,-51.0,HANDOVER_DATA_4G4G,608-03-4112-1171-1-6200-327:608-03-4112-1171-4-1673-327,D,expresso_log_events.txt
2025.07.18_22.42.53,-17.439638,14.663181,expresso,1171,4,4112,4G,-58.0,-7.0,2.0,,-51.0,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.43.06,-17.439607,14.663268,expresso,1171,4,4112,4G,-57.0,-8.0,24.0,,-51.0,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.43.48,-17.439272,14.663312,expresso,1171,4,4112,4G,-74.0,-5.0,20.0,,-51.0,CALL_START,608-03-4112-1171-4 VOICE SEQUENCE:14,I,expresso_log_events.txt
2025.07.18_22.43.50,-17.439272,14.663312,expresso,2,11717,3000,3G,-67.0,-2.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-4-1673-327:608-03-3000-2-11717-10687-5,VD,expresso_log_events.txt
2025.07.18_22.43.50,-17.439272,14.663312,expresso,2,11717,3000,3G,-67.0,-2.0,,,,CSFB_4G3G,1951,VD,expresso_log_events.txt
2025.07.18_22.44.33,-17.43879,14.66321,expresso,2,11717,3000,3G,-65.0,-2.0,,,,CALL_END,608-03-3000-2-11717 VOICE SEQUENCE:14,VD,expresso_log_events.txt
2025.07.18_22.45.06,-17.438421,14.663105,expresso,2,11717,3000,3G,-73.0,-2.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.45.08,-17.438421,14.663105,expresso,2,11717,3000,3G,-71.0,-3.0,,,,CALL_END,608-03-3000-2-11717,D,expresso_log_events.txt
2025.07.18_22.45.09,-17.438421,14.663105,expresso,1171,1,4112,4G,-86.0,-10.0,-1.0,,-57.0,IRAT_HANDOVER_DATA_3G4G,608-03-3000-2-11717-10687-5:608-03-4112-1171-1-6200-327,D,expresso_log_events.txt
2025.07.18_22.45.11,-17.438421,14.663105,expresso,1171,1,4112,4G,-88.0,-11.0,-1.0,,-59.0,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.45.13,-17.438326,14.663102,expresso,1171,3,4112,4G,-84.0,-9.0,-1.0,,-55.0,HANDOVER_DATA_4G4G,608-03-4112-1171-1-6200-327:608-03-4112-1171-3-6200-328,D,expresso_log_events.txt
2025.07.18_22.45.15,-17.438326,14.663102,expresso,1171,4,4112,4G,-94.0,-12.0,2.0,,-67.0,HANDOVER_DATA_4G4G,608-03-4112-1171-3-6200-328:608-03-4112-1171-4-1673-327,D,expresso_log_events.txt
2025.07.18_22.45.24,-17.438229,14.663105,expresso,1171,4,4112,4G,-92.0,-10.0,7.0,,-65.0,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.45.51,-17.437944,14.663032,expresso,1022,5,4112,4G,-91.0,-9.0,5.0,,-65.0,HANDOVER_DATA_4G4G,608-03-4112-1171-4-1673-327:608-03-4112-1022-5-1673-486,I,expresso_log_events.txt
2025.07.18_22.46.06,-17.437843,14.663016,expresso,1022,5,4112,4G,-92.0,-12.0,2.0,,-61.0,CALL_START,608-03-4112-1022-5 VOICE SEQUENCE:15,I,expresso_log_events.txt
2025.07.18_22.46.08,-17.437843,14.663016,expresso,2,10179,3000,3G,-85.0,-7.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1022-5-1673-486:608-03-3000-2-10179-10687-29,V,expresso_log_events.txt
2025.07.18_22.46.08,-17.437843,14.663016,expresso,2,10179,3000,3G,-85.0,-7.0,,,,CSFB_4G3G,1670,V,expresso_log_events.txt
2025.07.18_22.46.51,-17.437574,14.663256,expresso,2,10179,3000,3G,-75.0,-4.0,,,,CALL_END,608-03-3000-2-10179 VOICE SEQUENCE:15,V,expresso_log_events.txt
2025.07.18_22.47.24,-17.437656,14.663528,expresso,2,10179,3000,3G,-79.0,-4.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.47.26,-17.437656,14.663528,expresso,2,10179,3000,3G,-83.0,-4.0,,,,CALL_END,608-03-3000-2-10179,D,expresso_log_events.txt
2025.07.18_22.47.28,-17.437656,14.663528,expresso,1171,3,4112,4G,-89.0,-13.0,-2.0,,-57.0,IRAT_HANDOVER_DATA_3G4G,608-03-3000-2-10179-10687-29:608-03-4112-1171-3-6200-328,D,expresso_log_events.txt
2025.07.18_22.47.31,-17.437656,14.663528,expresso,1171,1,4112,4G,-91.0,-16.0,-2.0,,-57.0,HANDOVER_DATA_4G4G,608-03-4112-1171-3-6200-328:608-03-4112-1171-1-6200-327,D,expresso_log_events.txt
2025.07.18_22.47.31,-17.437656,14.663528,expresso,1171,1,4112,4G,-91.0,-16.0,-2.0,,-57.0,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.47.39,-17.437656,14.663528,expresso,1171,3,4112,4G,-88.0,-12.0,-1.0,,-57.0,HANDOVER_DATA_4G4G,608-03-4112-1171-1-6200-327:608-03-4112-1171-3-6200-328,D,expresso_log_events.txt
2025.07.18_22.47.44,-17.437656,14.663528,expresso,1022,2,4112,4G,-88.0,-13.0,0.0,,-53.0,HANDOVER_DATA_4G4G,608-03-4112-1171-3-6200-328:608-03-4112-1022-2-6200-486,D,expresso_log_events.txt
2025.07.18_22.47.44,-17.437656,14.663528,expresso,1022,2,4112,4G,-88.0,-13.0,0.0,,-53.0,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.47.46,-17.437656,14.663528,expresso,1171,3,4112,4G,-87.0,-14.0,0.0,,-53.0,HANDOVER_DATA_4G4G,608-03-4112-1022-2-6200-486:608-03-4112-1171-3-6200-328,D,expresso_log_events.txt
2025.07.18_22.47.51,-17.437676,14.66362,expresso,1022,2,4112,4G,-88.0,-12.0,1.0,,-57.0,HANDOVER_DATA_4G4G,608-03-4112-1171-3-6200-328:608-03-4112-1022-2-6200-486,D,expresso_log_events.txt
2025.07.18_22.48.06,-17.437686,14.66371,expresso,1022,5,4112,4G,-99.0,-11.0,3.0,,-69.0,HANDOVER_DATA_4G4G,608-03-4112-1022-2-6200-486:608-03-4112-1022-5-1673-486,I,expresso_log_events.txt
2025.07.18_22.48.27,-17.437782,14.663868,expresso,1022,5,4112,4G,-99.0,-14.0,2.0,,-67.0,CALL_START,608-03-4112-1022-5 VOICE SEQUENCE:16,I,expresso_log_events.txt
2025.07.18_22.48.28,-17.437782,14.663868,expresso,2,10229,3000,3G,-93.0,-13.0,,,,CSFB_4G3G,1921,VD,expresso_log_events.txt
2025.07.18_22.48.28,-17.437782,14.663868,expresso,2,10229,3000,3G,-93.0,-13.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1022-5-1673-486:608-03-3000-2-10229-10687-146,VD,expresso_log_events.txt
2025.07.18_22.48.30,-17.437782,14.663868,expresso,2,11717,3000,3G,-87.0,-12.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-10229-10687-146:608-03-3000-2-11717-10687-146,V,expresso_log_events.txt
2025.07.18_22.48.32,-17.437782,14.663868,expresso,2,10229,3000,3G,-83.0,-12.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-11717-10687-146:608-03-3000-2-10229-10687-146,V,expresso_log_events.txt
2025.07.18_22.49.12,-17.437891,14.66424,expresso,2,10229,3000,3G,-77.0,-2.0,,,,CALL_END,608-03-3000-2-10229 VOICE SEQUENCE:16,VD,expresso_log_events.txt
2025.07.18_22.49.45,-17.438018,14.664603,expresso,2,10229,3000,3G,-79.0,-2.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.49.49,-17.438018,14.664603,expresso,2,10229,3000,3G,-75.0,-3.0,,,,CALL_END,608-03-3000-2-10229,D,expresso_log_events.txt
2025.07.18_22.49.49,-17.438018,14.664603,expresso,2,10229,3000,3G,-75.0,-3.0,,,,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.50.02,-17.438096,14.664778,expresso,2,10229,3000,3G,-79.0,-3.0,,,,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.50.12,-17.438096,14.664778,NO COVERAGE,0,-1,--,-200,-3.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.50.12,-17.438096,14.664778,1022,2,4112,4G,-84,-12.0,7.0,,-55.0,,608-03-3000-2-10229-10687-146:608-03-4112-1022-2-6200-486,I,,expresso_log_events.txt
2025.07.18_22.50.12,-17.438096,14.664778,1022,2,4112,4G,-84,-12.0,7.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.13,-17.438096,14.664778,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.13,-17.438096,14.664778,1022,2,4112,4G,-84,-12.0,7.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.14,-17.438096,14.664778,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.14,-17.438096,14.664778,1022,2,4112,4G,-84,-12.0,7.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.15,-17.438096,14.664778,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.15,-17.438096,14.664778,1022,2,4112,4G,-84,-15.0,7.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.16,-17.438096,14.664778,NO COVERAGE,-1,--,-200,-15,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.16,-17.438096,14.664778,1022,2,4112,4G,-84,-15.0,7.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.17,-17.438096,14.664778,NO COVERAGE,-1,--,-200,-15,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.17,-17.438096,14.664778,1022,2,4112,4G,-86,-13.0,7.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.18,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.18,-17.438146,14.664858,1022,2,4112,4G,-86,-13.0,5.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.19,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.19,-17.438146,14.664858,1022,2,4112,4G,-86,-10.0,5.0,,-57.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.20,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.20,-17.438146,14.664858,1022,2,4112,4G,-86,-10.0,5.0,,-57.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.21,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.21,-17.438146,14.664858,1022,3,4112,4G,-83,-10.0,5.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.21,-17.438146,14.664858,1022,3,4112,4G,-83,-10.0,5.0,,-55.0,,608-03-4112-1022-2-6200-486:608-03-4112-1022-3-6200-323,I,,expresso_log_events.txt
2025.07.18_22.50.22,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.22,-17.438146,14.664858,1022,3,4112,4G,-83,-10.0,5.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.23,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.23,-17.438146,14.664858,1022,3,4112,4G,-86,-10.0,5.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.24,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.24,-17.438146,14.664858,1022,3,4112,4G,-86,-10.0,5.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.25,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.25,-17.438146,14.664858,1022,3,4112,4G,-80,-11.0,5.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.26,-17.438146,14.664858,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.26,-17.438146,14.664858,1022,3,4112,4G,-80,-11.0,5.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.27,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.27,-17.43817,14.664946,1022,3,4112,4G,-83,-12.0,5.0,,-53.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.28,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.28,-17.43817,14.664946,1022,3,4112,4G,-83,-12.0,6.0,,-53.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.29,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.29,-17.43817,14.664946,1022,3,4112,4G,-77,-9.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.30,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.30,-17.43817,14.664946,1022,3,4112,4G,-77,-9.0,4.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.31,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.31,-17.43817,14.664946,1022,3,4112,4G,-77,-13.0,4.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.32,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.32,-17.43817,14.664946,1022,3,4112,4G,-77,-13.0,4.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.33,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.33,-17.43817,14.664946,1022,3,4112,4G,-86,-14.0,4.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.34,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.34,-17.43817,14.664946,1022,3,4112,4G,-86,-14.0,4.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.35,-17.43817,14.664946,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.35,-17.43817,14.664946,1022,3,4112,4G,-79,-11.0,2.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.36,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.36,-17.438204,14.665036,1022,3,4112,4G,-79,-11.0,2.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.37,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.37,-17.438204,14.665036,1022,3,4112,4G,-82,-13.0,2.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.38,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.38,-17.438204,14.665036,1022,3,4112,4G,-82,-13.0,2.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.39,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.39,-17.438204,14.665036,1022,3,4112,4G,-90,-17.0,0.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.40,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-17,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.40,-17.438204,14.665036,1022,3,4112,4G,-90,-17.0,0.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.41,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-17,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.41,-17.438204,14.665036,1022,3,4112,4G,-85,-11.0,0.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.42,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.42,-17.438204,14.665036,1022,3,4112,4G,-85,-11.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.43,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.43,-17.438204,14.665036,1022,3,4112,4G,-87,-13.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.44,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.44,-17.438204,14.665036,1022,3,4112,4G,-87,-13.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.45,-17.438204,14.665036,1022,3,4112,4G,-87,-13.0,1.0,,-55.0,,608-03-4112-1022-3 VOICE SEQUENCE:17,I,,expresso_log_events.txt
2025.07.18_22.50.45,-17.438204,14.665036,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.45,-17.438204,14.665036,1022,3,4112,4G,-86,-12.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.46,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.46,-17.438238,14.665128,1022,3,4112,4G,-86,-12.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.47,-17.438238,14.665128,1022,3,4112,4G,-86,-12.0,1.0,,-55.0,,608-03-4112-1022-3 VOICE SEQUENCE:17,I,,expresso_log_events.txt
2025.07.18_22.50.47,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.47,-17.438238,14.665128,1022,3,4112,4G,-85,-10.0,1.0,,-57.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.48,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.48,-17.438238,14.665128,1022,3,4112,4G,-85,-10.0,1.0,,-57.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.49,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.49,-17.438238,14.665128,1022,3,4112,4G,-86,-14.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.50,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.50,-17.438238,14.665128,1022,3,4112,4G,-86,-14.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.51,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.51,-17.438238,14.665128,1022,3,4112,4G,-87,-14.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.52,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.52,-17.438238,14.665128,1022,3,4112,4G,-87,-14.0,1.0,,-55.0,,I,,,expresso_log_events.txt
2025.07.18_22.50.53,-17.438238,14.665128,NO COVERAGE,-1,--,-200,-14,,,,,,,,,expresso_log_events.txt
2025.07.18_22.50.53,-17.438238,14.665128,2,40223,3000,3G,-67,-4.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.50.53,-17.438238,14.665128,2,40223,3000,3G,-67,-4.0,,,,,608-03-4112-1022-3-6200-323:608-03-3000-2-40223-2947-146,I,,expresso_log_events.txt
